Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
1024          W    148038               72.295%           24.688%
24            R    144011               36.471%           24.016%
256           R    81794                20.714%           13.641%
16            R    69173                17.518%           11.536%
8             R    46450                11.763%            7.746%
8             W    29594                14.452%            4.935%
1016          W    23291                11.374%            3.884%
40            R    9425                  2.387%            1.572%
32            R    6731                  1.705%            1.123%
56            R    6435                  1.630%            1.073%
72            R    4213                  1.067%            0.703%
88            R    3003                  0.761%            0.501%
48            R    2364                  0.599%            0.394%
104           R    2277                  0.577%            0.380%
64            R    2261                  0.573%            0.377%
512           R    1704                  0.432%            0.284%
120           R    1666                  0.422%            0.278%
80            R    1352                  0.342%            0.225%
136           R    1199                  0.304%            0.200%
96            R    1113                  0.282%            0.186%
128           R    1018                  0.258%            0.170%
112           R    939                   0.238%            0.157%
152           R    927                   0.235%            0.155%
168           R    769                   0.195%            0.128%
144           R    645                   0.163%            0.108%
184           R    587                   0.149%            0.098%
160           R    538                   0.136%            0.090%
200           R    533                   0.135%            0.089%
176           R    506                   0.128%            0.084%
216           R    474                   0.120%            0.079%
192           R    473                   0.120%            0.079%
240           R    472                   0.120%            0.079%
208           R    427                   0.108%            0.071%
224           R    366                   0.093%            0.061%
232           R    357                   0.090%            0.060%
248           R    330                   0.084%            0.055%
416           W    317                   0.155%            0.053%
408           W    248                   0.121%            0.041%
3             W    166                   0.081%            0.028%
26            W    149                   0.073%            0.025%
64            W    141                   0.069%            0.024%
27            W    121                   0.059%            0.020%
25            W    118                   0.058%            0.020%
23            W    112                   0.055%            0.019%
32            W    107                   0.052%            0.018%
24            W    107                   0.052%            0.018%
424           W    102                   0.050%            0.017%
22            W    99                    0.048%            0.017%
28            W    96                    0.047%            0.016%
432           W    80                    0.039%            0.013%
16            W    77                    0.038%            0.013%
896           W    72                    0.035%            0.012%
21            W    68                    0.033%            0.011%
12            W    65                    0.032%            0.011%
120           W    64                    0.031%            0.011%
112           W    62                    0.030%            0.010%
744           W    59                    0.029%            0.010%
13            W    58                    0.028%            0.010%
736           W    57                    0.028%            0.010%
11            W    48                    0.023%            0.008%
504           W    47                    0.023%            0.008%
2             W    40                    0.020%            0.007%
984           W    38                    0.019%            0.006%
96            W    38                    0.019%            0.006%
1             W    37                    0.018%            0.006%
56            W    36                    0.018%            0.006%
960           W    35                    0.017%            0.006%
904           W    34                    0.017%            0.006%
872           W    34                    0.017%            0.006%
264           R    33                    0.008%            0.006%
768           W    31                    0.015%            0.005%
144           W    31                    0.015%            0.005%
1008          W    31                    0.015%            0.005%
88            W    28                    0.014%            0.005%
29            W    28                    0.014%            0.005%
128           W    28                    0.014%            0.005%
784           W    27                    0.013%            0.005%
48            W    26                    0.013%            0.004%
920           W    25                    0.012%            0.004%
20            W    25                    0.012%            0.004%
928           W    22                    0.011%            0.004%
4             W    22                    0.011%            0.004%
296           R    22                    0.006%            0.004%
400           W    21                    0.010%            0.004%
968           W    20                    0.010%            0.003%
752           W    20                    0.010%            0.003%
288           R    20                    0.005%            0.003%
5             W    19                    0.009%            0.003%
312           R    18                    0.005%            0.003%
280           R    18                    0.005%            0.003%
344           R    17                    0.004%            0.003%
272           R    17                    0.004%            0.003%
14            W    17                    0.008%            0.003%
72            W    16                    0.008%            0.003%
304           R    16                    0.004%            0.003%
38            W    15                    0.007%            0.003%
31            W    15                    0.007%            0.003%
328           R    14                    0.004%            0.002%
320           R    14                    0.004%            0.002%
912           W    13                    0.006%            0.002%
6             W    13                    0.006%            0.002%
33            W    13                    0.006%            0.002%
9             W    12                    0.006%            0.002%
384           R    12                    0.003%            0.002%
37            W    12                    0.006%            0.002%
360           R    12                    0.003%            0.002%
30            W    12                    0.006%            0.002%
40            W    11                    0.005%            0.002%
34            W    11                    0.005%            0.002%
448           R    10                    0.003%            0.002%
43            W    10                    0.005%            0.002%
36            W    10                    0.005%            0.002%
368           R    10                    0.003%            0.002%
488           W    9                     0.004%            0.002%
392           R    9                     0.002%            0.002%
15            W    9                     0.004%            0.002%
10            W    9                     0.004%            0.002%
696           W    8                     0.004%            0.001%
472           W    8                     0.004%            0.001%
408           R    8                     0.002%            0.001%
39            W    8                     0.004%            0.001%
35            W    8                     0.004%            0.001%
336           R    8                     0.002%            0.001%
19            W    8                     0.004%            0.001%
7             W    7                     0.003%            0.001%
760           W    7                     0.003%            0.001%
464           R    7                     0.002%            0.001%
456           W    7                     0.003%            0.001%
456           R    7                     0.002%            0.001%
440           R    7                     0.002%            0.001%
432           R    7                     0.002%            0.001%
392           W    7                     0.003%            0.001%
376           R    7                     0.002%            0.001%
480           R    6                     0.002%            0.001%
440           W    6                     0.003%            0.001%
424           R    6                     0.002%            0.001%
352           R    6                     0.002%            0.001%
1             R    6                     0.002%            0.001%
17            W    6                     0.003%            0.001%
880           W    5                     0.002%            0.001%
864           W    5                     0.002%            0.001%
800           W    5                     0.002%            0.001%
584           W    5                     0.002%            0.001%
41            W    5                     0.002%            0.001%
400           R    5                     0.001%            0.001%
320           W    5                     0.002%            0.001%
176           W    5                     0.002%            0.001%
160           W    5                     0.002%            0.001%
976           W    4                     0.002%            0.001%
952           W    4                     0.002%            0.001%
80            W    4                     0.002%            0.001%
792           W    4                     0.002%            0.001%
656           W    4                     0.002%            0.001%
632           W    4                     0.002%            0.001%
536           W    4                     0.002%            0.001%
504           R    4                     0.001%            0.001%
496           R    4                     0.001%            0.001%
472           R    4                     0.001%            0.001%
360           W    4                     0.002%            0.001%
328           W    4                     0.002%            0.001%
248           W    4                     0.002%            0.001%
216           W    4                     0.002%            0.001%
18            W    4                     0.002%            0.001%
152           W    4                     0.002%            0.001%
136           W    4                     0.002%            0.001%
104           W    4                     0.002%            0.001%
944           W    3                     0.001%            0.001%
936           W    3                     0.001%            0.001%
888           W    3                     0.001%            0.001%
824           W    3                     0.001%            0.001%
816           W    3                     0.001%            0.001%
712           W    3                     0.001%            0.001%
640           W    3                     0.001%            0.001%
592           W    3                     0.001%            0.001%
568           W    3                     0.001%            0.001%
552           W    3                     0.001%            0.001%
544           W    3                     0.001%            0.001%
46            W    3                     0.001%            0.001%
296           W    3                     0.001%            0.001%
288           W    3                     0.001%            0.001%
224           W    3                     0.001%            0.001%
208           W    3                     0.001%            0.001%
992           W    2                     0.001%            0.000%
856           W    2                     0.001%            0.000%
848           W    2                     0.001%            0.000%
840           W    2                     0.001%            0.000%
832           W    2                     0.001%            0.000%
776           W    2                     0.001%            0.000%
728           W    2                     0.001%            0.000%
720           W    2                     0.001%            0.000%
