Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
1024          W    76298                79.449%           79.437%
8             W    9922                 10.332%           10.330%
1016          W    8117                  8.452%            8.451%
32            W    81                    0.084%            0.084%
968           W    71                    0.074%            0.074%
48            W    71                    0.074%            0.074%
896           W    70                    0.073%            0.073%
120           W    69                    0.072%            0.072%
88            W    68                    0.071%            0.071%
928           W    66                    0.069%            0.069%
112           W    66                    0.069%            0.069%
984           W    65                    0.068%            0.068%
904           W    65                    0.068%            0.068%
816           W    49                    0.051%            0.051%
200           W    49                    0.051%            0.051%
16            W    36                    0.037%            0.037%
408           W    35                    0.036%            0.036%
3             W    34                    0.035%            0.035%
64            W    33                    0.034%            0.034%
824           W    29                    0.030%            0.030%
416           W    28                    0.029%            0.029%
192           W    25                    0.026%            0.026%
24            W    20                    0.021%            0.021%
5             W    18                    0.019%            0.019%
1             W    18                    0.019%            0.019%
11            W    17                    0.018%            0.018%
6             W    16                    0.017%            0.017%
21            W    16                    0.017%            0.017%
14            W    16                    0.017%            0.017%
10            W    16                    0.017%            0.017%
23            W    15                    0.016%            0.016%
17            W    15                    0.016%            0.016%
15            W    15                    0.016%            0.016%
28            W    14                    0.015%            0.015%
2             W    13                    0.014%            0.014%
13            W    12                    0.012%            0.012%
12            W    12                    0.012%            0.012%
9             W    11                    0.011%            0.011%
864           W    11                    0.011%            0.011%
80            W    11                    0.011%            0.011%
4             W    11                    0.011%            0.011%
26            W    11                    0.011%            0.011%
888           W    10                    0.010%            0.010%
792           W    10                    0.010%            0.010%
784           W    10                    0.010%            0.010%
768           W    10                    0.010%            0.010%
22            W    10                    0.010%            0.010%
18            W    10                    0.010%            0.010%
848           W    9                     0.009%            0.009%
800           W    9                     0.009%            0.009%
29            W    9                     0.009%            0.009%
920           W    8                     0.008%            0.008%
872           W    8                     0.008%            0.008%
840           W    8                     0.008%            0.008%
832           W    8                     0.008%            0.008%
7             W    8                     0.008%            0.008%
27            W    8                     0.008%            0.008%
128           W    8                     0.008%            0.008%
936           W    7                     0.007%            0.007%
856           W    7                     0.007%            0.007%
808           W    7                     0.007%            0.007%
736           W    7                     0.007%            0.007%
280           W    7                     0.007%            0.007%
20            W    7                     0.007%            0.007%
992           W    6                     0.006%            0.006%
912           W    6                     0.006%            0.006%
8             R    6                    42.857%            0.006%
31            W    6                     0.006%            0.006%
296           W    6                     0.006%            0.006%
25            W    6                     0.006%            0.006%
248           W    6                     0.006%            0.006%
1             R    6                    42.857%            0.006%
19            W    6                     0.006%            0.006%
152           W    6                     0.006%            0.006%
96            W    5                     0.005%            0.005%
760           W    5                     0.005%            0.005%
720           W    5                     0.005%            0.005%
328           W    5                     0.005%            0.005%
224           W    5                     0.005%            0.005%
584           W    4                     0.004%            0.004%
440           W    4                     0.004%            0.004%
432           W    4                     0.004%            0.004%
424           W    4                     0.004%            0.004%
40            W    4                     0.004%            0.004%
256           W    4                     0.004%            0.004%
232           W    4                     0.004%            0.004%
176           W    4                     0.004%            0.004%
168           W    4                     0.004%            0.004%
960           W    3                     0.003%            0.003%
776           W    3                     0.003%            0.003%
744           W    3                     0.003%            0.003%
688           W    3                     0.003%            0.003%
456           W    3                     0.003%            0.003%
400           W    3                     0.003%            0.003%
384           W    3                     0.003%            0.003%
30            W    3                     0.003%            0.003%
216           W    3                     0.003%            0.003%
184           W    3                     0.003%            0.003%
144           W    3                     0.003%            0.003%
104           W    3                     0.003%            0.003%
1000          W    3                     0.003%            0.003%
976           W    2                     0.002%            0.002%
952           W    2                     0.002%            0.002%
880           W    2                     0.002%            0.002%
712           W    2                     0.002%            0.002%
704           W    2                     0.002%            0.002%
672           W    2                     0.002%            0.002%
656           W    2                     0.002%            0.002%
552           W    2                     0.002%            0.002%
528           W    2                     0.002%            0.002%
520           W    2                     0.002%            0.002%
504           W    2                     0.002%            0.002%
496           W    2                     0.002%            0.002%
488           W    2                     0.002%            0.002%
41            W    2                     0.002%            0.002%
360           W    2                     0.002%            0.002%
352           W    2                     0.002%            0.002%
32            R    2                    14.286%            0.002%
288           W    2                     0.002%            0.002%
272           W    2                     0.002%            0.002%
240           W    2                     0.002%            0.002%
160           W    2                     0.002%            0.002%
752           W    1                     0.001%            0.001%
72            W    1                     0.001%            0.001%
696           W    1                     0.001%            0.001%
680           W    1                     0.001%            0.001%
664           W    1                     0.001%            0.001%
648           W    1                     0.001%            0.001%
640           W    1                     0.001%            0.001%
616           W    1                     0.001%            0.001%
608           W    1                     0.001%            0.001%
592           W    1                     0.001%            0.001%
576           W    1                     0.001%            0.001%
56            W    1                     0.001%            0.001%
568           W    1                     0.001%            0.001%
480           W    1                     0.001%            0.001%
45            W    1                     0.001%            0.001%
448           W    1                     0.001%            0.001%
376           W    1                     0.001%            0.001%
36            W    1                     0.001%            0.001%
368           W    1                     0.001%            0.001%
35            W    1                     0.001%            0.001%
344           W    1                     0.001%            0.001%
33            W    1                     0.001%            0.001%
336           W    1                     0.001%            0.001%
304           W    1                     0.001%            0.001%
208           W    1                     0.001%            0.001%
136           W    1                     0.001%            0.001%


SUMMARY (512-byte sectors)
----------------------------------------------------------------------
Total read I/Os : 14             [  0.015%]
Total write I/Os: 96034          [ 99.985%]
Total read sectors : 118         [  0.000%,       0.058MB]
Total write sectors: 87108869    [100.000%,   42533.627MB]
