seconds,non-idle (%),utilization (%),
0,1.3595833333333331,1.2208333333333332,
3,4.292500000000004,4.292500000000004,
6,4.347916666666663,4.306249999999996,
9,4.278750000000002,4.278750000000002,
12,4.320833333333326,4.292916666666659,
15,4.320000000000007,4.29208333333334,
18,4.29291666666667,4.29291666666667,
21,4.75291666666665,4.27916666666665,
24,4.292499999999976,4.292499999999976,
27,4.334166666666661,4.306249999999994,
30,4.306666666666658,4.278749999999991,
33,4.278750000000002,4.278750000000002,
36,4.320416666666645,4.278749999999978,
39,4.278749999999988,4.278749999999988,
42,4.320416666666645,4.278749999999978,
45,4.75291666666665,4.27916666666665,
48,4.292499999999976,4.292499999999976,
51,4.487499999999997,4.306249999999997,
54,4.292499999999976,4.292499999999976,
57,4.347916666666677,4.30625000000001,
60,4.466250000000002,4.424583333333335,
63,4.333749999999995,4.333749999999995,
66,4.320416666666645,4.292499999999978,
69,4.3062499999999915,4.3062499999999915,
72,4.698750000000004,4.127500000000004,
75,4.361666666666665,4.3337499999999975,
78,4.278749999999988,4.278749999999988,
81,4.429583333333326,4.374166666666659,
84,4.292499999999976,4.292499999999976,
87,4.320416666666645,4.278749999999978,
90,4.504166666666663,4.1562499999999964,
93,4.292500000000004,4.292500000000004,
96,4.428333333333342,4.372916666666675,
99,4.306666666666672,4.306666666666672,
102,4.331250000000011,4.2758333333333445,
105,4.4737499999999955,4.292499999999995,
108,4.333333333333329,4.333333333333329,
111,4.30625000000002,4.250833333333353,
114,4.3062499999999915,4.3062499999999915,
117,4.318333333333342,4.290833333333342,
120,4.591250000000002,4.549583333333335,
123,4.319583333333341,4.319583333333341,
126,4.306666666666672,4.278750000000005,
129,4.3062499999999915,4.3062499999999915,
132,4.474583333333342,4.278333333333342,
135,4.375833333333333,4.3062499999999995,
138,4.445416666666674,4.209166666666674,
141,4.375,4.333333333333333,
144,4.3062499999999915,4.3062499999999915,
147,4.347916666666663,4.306249999999996,
150,4.320416666666674,4.292500000000007,
153,4.292500000000004,4.139583333333337,
156,4.327083333333334,4.271250000000001,
159,4.292083333333338,4.292083333333338,
162,4.320416666666674,4.292500000000007,
165,4.332083333333344,4.304583333333344,
168,4.358333333333306,4.233749999999972,
171,5.886249999999976,5.552499999999975,
174,6.033333333333346,6.033333333333346,
177,7.9566666666666634,5.83208333333333,
180,6.672083333333333,5.763333333333334,
183,4.640416666666667,3.8550000000000004,
186,4.423333333333332,4.381666666666665,
189,4.27833333333335,4.27833333333335,
192,4.314166666666665,4.300416666666665,
195,4.351249999999993,4.309583333333326,
198,4.292083333333338,4.292083333333338,
201,4.320416666666674,4.278750000000007,
204,4.278750000000002,4.278750000000002,
207,4.361666666666679,4.320416666666679,
210,4.282499999999985,4.254999999999985,
213,4.737499999999997,4.33333333333333,
216,4.375833333333333,4.348333333333333,
219,6.416249999999991,4.460416666666657,
222,10.330416666666679,4.324583333333346,
225,4.3345833333333275,4.3208333333333275,
228,4.320000000000007,4.320000000000007,
231,4.278750000000002,4.251250000000002,
234,4.306666666666672,4.306666666666672,
237,4.348333333333315,4.306249999999982,
240,4.270416666666662,4.242499999999995,
243,4.319999999999993,4.319999999999993,
246,4.298333333333332,4.256666666666665,
249,4.3062499999999915,4.3062499999999915,
252,4.917500000000004,4.209166666666671,
255,8.30083333333333,4.1562499999999964,
258,5.700833333333335,5.351250000000002,
261,5.4775000000000205,5.436250000000021,
264,5.4624999999999915,5.4624999999999915,
267,5.592499999999987,5.56458333333332,
270,5.616249999999994,5.0549999999999935,
273,8.459166666666661,0.2516666666666598,
276,5.164583333333326,3.874999999999992,
279,5.446250000000006,5.446250000000006,
282,5.383750000000006,5.355416666666673,
285,5.416249999999991,5.388333333333324,
288,5.4779166666666725,5.4779166666666725,
291,5.089166666666685,3.6120833333333513,
294,4.380416666666676,1.3616666666666757,
297,4.471249999999998,4.429583333333331,
300,4.50291666666665,4.461249999999983,
303,4.37791666666665,4.37791666666665,
306,4.392499999999998,4.364583333333331,
309,4.404583333333335,4.404583333333335,
312,4.45916666666669,4.41791666666669,
315,4.336666666666659,4.308749999999992,
318,4.364583333333329,4.364583333333329,
321,4.8216666666666725,4.166666666666672,
324,4.4312499999999915,4.4312499999999915,
327,6.3004166666666634,4.140416666666663,
330,8.365833333333327,4.348749999999995,
333,9.806666666666672,4.417500000000005,
336,4.542500000000004,4.389583333333337,
339,5.783749999999998,4.319583333333331,
342,5.9495833333333366,4.180000000000003,
345,4.362083333333331,4.362083333333331,
348,4.4325000000000045,4.4045833333333375,
351,4.433333333333337,4.39166666666667,
354,4.391666666666666,4.391666666666666,
357,4.451250000000002,4.3675000000000015,
360,5.50291666666665,5.50291666666665,
363,5.925833333333344,5.4129166666666775,
366,5.8075000000000045,4.906666666666672,
369,9.098333333333343,5.5270833333333425,
372,9.95041666666667,5.655416666666668,
375,5.551249999999996,5.551249999999996,
378,7.411666666666676,5.186666666666676,
381,5.6299999999999955,5.546249999999995,
384,5.5716666666666725,5.5716666666666725,
387,5.6370833333333366,5.56791666666667,
390,5.552916666666661,5.552916666666661,
393,5.552083333333329,5.524166666666662,
396,5.760833333333338,5.732916666666671,
399,6.045416666666668,5.793750000000001,
402,5.897499999999994,5.854999999999993,
405,8.164166666666674,5.35833333333334,
408,17.5775,5.657083333333333,
411,9.330416666666665,5.537499999999998,
414,5.44083333333333,5.44083333333333,
417,9.24666666666667,3.7200000000000033,
420,4.430416666666659,4.430416666666659,
423,4.547499999999971,4.395416666666637,
426,4.366249999999994,4.324583333333327,
429,4.405000000000015,4.405000000000015,
432,4.457916666666662,4.4304166666666625,
435,4.431666666666672,4.431666666666672,
438,4.43416666666667,4.392500000000003,
441,4.399583333333339,4.371666666666672,
444,4.364583333333329,4.364583333333329,
447,4.451666666666668,4.410000000000001,
450,4.430416666666659,4.430416666666659,
453,4.417083333333338,4.1112500000000045,
456,4.460833333333326,4.4333333333333265,
459,4.417916666666656,4.417916666666656,
462,4.439583333333346,4.2450000000000125,
465,4.458333333333329,4.458333333333329,
468,4.420000000000002,4.364583333333335,
471,4.405416666666667,4.377916666666668,
474,4.390833333333333,4.390833333333333,
477,4.464999999999989,4.437499999999989,
480,4.37833333333333,4.37833333333333,
483,4.408333333333346,4.339166666666679,
486,4.44583333333334,4.41833333333334,
489,4.457083333333344,4.457083333333344,
492,4.447083333333339,4.391666666666672,
495,4.377499999999998,4.377499999999998,
498,4.485000000000014,4.457500000000014,
501,4.34708333333333,4.34708333333333,
504,4.4325000000000045,4.390833333333338,
507,4.431666666666672,4.431666666666672,
510,4.392083333333332,4.350416666666665,
513,4.3916666666666515,4.3916666666666515,
516,4.418750000000003,4.390833333333336,
519,4.457916666666662,4.457916666666662,
522,4.529166666666654,4.404166666666654,
525,4.350416666666661,4.350416666666661,
528,4.473333333333315,4.431666666666648,
531,4.350833333333341,4.350833333333341,
534,4.403750000000002,4.3625000000000025,
537,4.389999999999986,4.389999999999986,
540,4.4595833333333275,4.43166666666666,
543,4.392083333333332,4.392083333333332,
546,4.405416666666667,4.3637500000000005,
549,4.3916666666666515,4.3916666666666515,
552,4.379166666666663,4.337499999999996,
555,4.377083333333346,4.377083333333346,
558,4.47208333333333,4.444166666666663,
561,4.391249999999999,4.391249999999999,
564,4.420000000000002,4.392083333333335,
567,4.418750000000003,4.418750000000003,
570,4.419583333333321,4.377916666666654,
573,4.443333333333328,4.443333333333328,
576,4.498750000000015,4.457083333333348,
579,4.417916666666656,4.417916666666656,
582,4.419166666666669,4.391250000000002,
585,4.417500000000004,4.417500000000004,
588,4.420000000000002,4.378333333333335,
591,4.392083333333332,4.392083333333332,
594,4.392083333333332,4.350416666666665,
597,4.513750000000002,4.458333333333335,
600,4.405000000000015,4.405000000000015,
603,4.431666666666658,4.431666666666658,
606,4.485833333333332,4.444583333333332,
609,4.392083333333332,4.392083333333332,
612,4.511666666666656,4.484166666666656,
615,4.392499999999998,4.392499999999998,
618,4.4595833333333275,4.4179166666666605,
621,4.405416666666667,4.405416666666667,
624,4.4595833333333275,4.4179166666666605,
627,4.445416666666674,4.445416666666674,
630,4.432916666666657,4.40499999999999,
633,4.446666666666658,4.4191666666666585,
636,4.4595833333333275,4.4179166666666605,
639,4.405416666666667,4.405416666666667,
642,4.458750000000009,4.417083333333342,
645,4.418750000000003,4.418750000000003,
648,4.484999999999999,4.457083333333332,
651,4.417916666666656,4.417916666666656,
654,4.47166666666665,4.43041666666665,
657,4.419583333333321,4.419583333333321,
660,4.461249999999993,4.37791666666666,
663,4.431666666666658,4.431666666666658,
666,4.4466666666666725,4.405000000000006,
669,4.405416666666667,4.405416666666667,
672,4.433333333333323,4.391666666666656,
675,4.404166666666654,4.404166666666654,
678,4.487499999999997,4.376666666666663,
681,4.390000000000001,4.390000000000001,
