Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/sdb/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
24            R    4399260              58.909%           55.925%
16            R    1149877              15.398%           14.618%
8             R    892488               11.951%           11.346%
1024          W    290803               72.986%            3.697%
40            R    128603                1.722%            1.635%
32            R    123528                1.654%            1.570%
56            R    81360                 1.089%            1.034%
8             W    57910                14.534%            0.736%
72            R    57476                 0.770%            0.731%
256           R    52386                 0.701%            0.666%
88            R    44406                 0.595%            0.565%
1016          W    42407                10.643%            0.539%
104           R    36419                 0.488%            0.463%
512           R    32239                 0.432%            0.410%
48            R    31203                 0.418%            0.397%
120           R    30858                 0.413%            0.392%
64            R    26768                 0.358%            0.340%
136           R    25834                 0.346%            0.328%
152           R    22441                 0.301%            0.285%
80            R    20888                 0.280%            0.266%
168           R    19585                 0.262%            0.249%
96            R    18615                 0.249%            0.237%
184           R    17127                 0.229%            0.218%
112           R    16680                 0.223%            0.212%
128           R    15972                 0.214%            0.203%
200           R    14933                 0.200%            0.190%
144           R    13912                 0.186%            0.177%
216           R    13656                 0.183%            0.174%
192           R    13649                 0.183%            0.174%
232           R    12497                 0.167%            0.159%
160           R    12400                 0.166%            0.158%
176           R    11562                 0.155%            0.147%
248           R    10941                 0.147%            0.139%
240           R    9564                  0.128%            0.122%
208           R    9520                  0.127%            0.121%
224           R    8750                  0.117%            0.111%
264           R    6260                  0.084%            0.080%
280           R    5555                  0.074%            0.071%
296           R    5094                  0.068%            0.065%
312           R    4529                  0.061%            0.058%
272           R    4393                  0.059%            0.056%
328           R    4160                  0.056%            0.053%
288           R    4049                  0.054%            0.051%
344           R    3706                  0.050%            0.047%
304           R    3666                  0.049%            0.047%
320           R    3615                  0.048%            0.046%
360           R    3356                  0.045%            0.043%
336           R    3335                  0.045%            0.042%
376           R    3058                  0.041%            0.039%
352           R    3050                  0.041%            0.039%
384           R    2943                  0.039%            0.037%
392           R    2856                  0.038%            0.036%
368           R    2800                  0.037%            0.036%
408           R    2570                  0.034%            0.033%
400           R    2444                  0.033%            0.031%
424           R    2341                  0.031%            0.030%
416           R    2236                  0.030%            0.028%
440           R    2136                  0.029%            0.027%
432           R    2130                  0.029%            0.027%
448           R    1976                  0.026%            0.025%
456           R    1905                  0.026%            0.024%
464           R    1856                  0.025%            0.024%
480           R    1806                  0.024%            0.023%
472           R    1742                  0.023%            0.022%
488           R    1093                  0.015%            0.014%
496           R    1018                  0.014%            0.013%
504           R    779                   0.010%            0.010%
408           W    616                   0.155%            0.008%
416           W    512                   0.129%            0.007%
64            W    282                   0.071%            0.004%
32            W    273                   0.069%            0.003%
16            W    220                   0.055%            0.003%
3             W    159                   0.040%            0.002%
28            W    148                   0.037%            0.002%
27            W    142                   0.036%            0.002%
14            W    140                   0.035%            0.002%
31            W    135                   0.034%            0.002%
400           W    127                   0.032%            0.002%
96            W    126                   0.032%            0.002%
30            W    126                   0.032%            0.002%
26            W    125                   0.031%            0.002%
24            W    121                   0.030%            0.002%
744           W    120                   0.030%            0.002%
34            W    118                   0.030%            0.002%
29            W    115                   0.029%            0.001%
920           W    111                   0.028%            0.001%
35            W    109                   0.027%            0.001%
33            W    108                   0.027%            0.001%
120           W    105                   0.026%            0.001%
896           W    102                   0.026%            0.001%
888           W    102                   0.026%            0.001%
952           W    101                   0.025%            0.001%
136           W    101                   0.025%            0.001%
112           W    99                    0.025%            0.001%
904           W    98                    0.025%            0.001%
15            W    97                    0.024%            0.001%
424           W    91                    0.023%            0.001%
25            W    86                    0.022%            0.001%
22            W    86                    0.022%            0.001%
736           W    85                    0.021%            0.001%
1             W    81                    0.020%            0.001%
23            W    72                    0.018%            0.001%
13            W    72                    0.018%            0.001%
36            W    69                    0.017%            0.001%
9             W    62                    0.016%            0.001%
10            W    59                    0.015%            0.001%
7             W    54                    0.014%            0.001%
392           W    52                    0.013%            0.001%
4             W    50                    0.013%            0.001%
37            W    50                    0.013%            0.001%
128           W    50                    0.013%            0.001%
21            W    46                    0.012%            0.001%
752           W    41                    0.010%            0.001%
6             W    40                    0.010%            0.001%
728           W    39                    0.010%            0.000%
40            W    37                    0.009%            0.000%
5             W    36                    0.009%            0.000%
18            W    35                    0.009%            0.000%
192           W    34                    0.009%            0.000%
712           W    33                    0.008%            0.000%
20            W    33                    0.008%            0.000%
12            W    31                    0.008%            0.000%
39            W    30                    0.008%            0.000%
11            W    30                    0.008%            0.000%
38            W    29                    0.007%            0.000%
2             W    29                    0.007%            0.000%
17            W    26                    0.007%            0.000%
19            W    25                    0.006%            0.000%
720           W    24                    0.006%            0.000%
41            W    22                    0.006%            0.000%
48            W    21                    0.005%            0.000%
160           W    20                    0.005%            0.000%
44            W    18                    0.005%            0.000%
432           W    18                    0.005%            0.000%
144           W    18                    0.005%            0.000%
104           W    18                    0.005%            0.000%
680           W    17                    0.004%            0.000%
43            W    17                    0.004%            0.000%
42            W    17                    0.004%            0.000%
336           W    16                    0.004%            0.000%
256           W    15                    0.004%            0.000%
976           W    14                    0.004%            0.000%
624           W    14                    0.004%            0.000%
