Extracting RWBS and sectors to /tmp/ycsb-rocksdb/data/sdb/output_myworkloada/sectors.dat
Parsing results...

SECTOR_SIZE   RW   COUNT         RATIO (in R/W)   RATIO (Overall)
----------------------------------------------------------------------
24            R    1382437              58.908%           54.249%
16            R    438242               18.674%           17.197%
8             R    167518                7.138%            6.574%
1024          W    146641               72.757%            5.754%
40            R    51640                 2.200%            2.026%
32            R    41819                 1.782%            1.641%
56            R    38585                 1.644%            1.514%
72            R    29721                 1.266%            1.166%
8             W    29368                14.571%            1.152%
88            R    22777                 0.971%            0.894%
1016          W    21345                10.590%            0.838%
104           R    18258                 0.778%            0.716%
256           R    15997                 0.682%            0.628%
120           R    14494                 0.618%            0.569%
48            R    13545                 0.577%            0.532%
64            R    13248                 0.565%            0.520%
136           R    10882                 0.464%            0.427%
80            R    9228                  0.393%            0.362%
152           R    8227                  0.351%            0.323%
96            R    7914                  0.337%            0.311%
112           R    6729                  0.287%            0.264%
128           R    6530                  0.278%            0.256%
168           R    6392                  0.272%            0.251%
184           R    5001                  0.213%            0.196%
144           R    4623                  0.197%            0.181%
200           R    3904                  0.166%            0.153%
160           R    3749                  0.160%            0.147%
216           R    3472                  0.148%            0.136%
192           R    3207                  0.137%            0.126%
176           R    3140                  0.134%            0.123%
232           R    2376                  0.101%            0.093%
208           R    2354                  0.100%            0.092%
240           R    1971                  0.084%            0.077%
224           R    1951                  0.083%            0.077%
248           R    1768                  0.075%            0.069%
264           R    597                   0.025%            0.023%
280           R    470                   0.020%            0.018%
512           R    363                   0.015%            0.014%
272           R    344                   0.015%            0.013%
296           R    335                   0.014%            0.013%
288           R    286                   0.012%            0.011%
312           R    281                   0.012%            0.011%
408           W    257                   0.128%            0.010%
328           R    231                   0.010%            0.009%
304           R    226                   0.010%            0.009%
416           W    205                   0.102%            0.008%
32            W    202                   0.100%            0.008%
344           R    200                   0.009%            0.008%
320           R    186                   0.008%            0.007%
64            W    172                   0.085%            0.007%
360           R    169                   0.007%            0.007%
16            W    165                   0.082%            0.006%
336           R    155                   0.007%            0.006%
3             W    152                   0.075%            0.006%
376           R    128                   0.005%            0.005%
352           R    123                   0.005%            0.005%
368           R    110                   0.005%            0.004%
400           W    108                   0.054%            0.004%
23            W    107                   0.053%            0.004%
392           R    105                   0.004%            0.004%
384           R    102                   0.004%            0.004%
1             W    96                    0.048%            0.004%
21            W    93                    0.046%            0.004%
22            W    92                    0.046%            0.004%
424           R    84                    0.004%            0.003%
408           R    84                    0.004%            0.003%
96            W    79                    0.039%            0.003%
20            W    78                    0.039%            0.003%
24            W    76                    0.038%            0.003%
424           W    73                    0.036%            0.003%
744           W    72                    0.036%            0.003%
400           R    72                    0.003%            0.003%
128           W    68                    0.034%            0.003%
19            W    67                    0.033%            0.003%
416           R    63                    0.003%            0.002%
25            W    62                    0.031%            0.002%
18            W    60                    0.030%            0.002%
112           W    60                    0.030%            0.002%
888           W    59                    0.029%            0.002%
896           W    57                    0.028%            0.002%
120           W    56                    0.028%            0.002%
13            W    55                    0.027%            0.002%
952           W    54                    0.027%            0.002%
920           W    54                    0.027%            0.002%
904           W    54                    0.027%            0.002%
432           R    49                    0.002%            0.002%
440           R    47                    0.002%            0.002%
2             W    45                    0.022%            0.002%
472           R    43                    0.002%            0.002%
456           R    42                    0.002%            0.002%
12            W    40                    0.020%            0.002%
26            W    39                    0.019%            0.002%
448           R    38                    0.002%            0.001%
392           W    37                    0.018%            0.001%
736           W    36                    0.018%            0.001%
27            W    36                    0.018%            0.001%
488           R    35                    0.001%            0.001%
28            W    35                    0.017%            0.001%
11            W    35                    0.017%            0.001%
40            W    34                    0.017%            0.001%
480           R    32                    0.001%            0.001%
17            W    32                    0.016%            0.001%
9             W    31                    0.015%            0.001%
10            W    30                    0.015%            0.001%
464           R    29                    0.001%            0.001%
712           W    27                    0.013%            0.001%
31            W    27                    0.013%            0.001%
7             W    26                    0.013%            0.001%
752           W    26                    0.013%            0.001%
4             W    26                    0.013%            0.001%
29            W    26                    0.013%            0.001%
14            W    26                    0.013%            0.001%
136           W    24                    0.012%            0.001%
728           W    23                    0.011%            0.001%
720           W    23                    0.011%            0.001%
33            W    23                    0.011%            0.001%
35            W    22                    0.011%            0.001%
15            W    22                    0.011%            0.001%
496           R    21                    0.001%            0.001%
72            W    20                    0.010%            0.001%
56            W    19                    0.009%            0.001%
48            W    19                    0.009%            0.001%
38            W    19                    0.009%            0.001%
37            W    19                    0.009%            0.001%
36            W    19                    0.009%            0.001%
34            W    19                    0.009%            0.001%
6             W    18                    0.009%            0.001%
30            W    17                    0.008%            0.001%
39            W    16                    0.008%            0.001%
5             W    15                    0.007%            0.001%
504           R    15                    0.001%            0.001%
928           W    12                    0.006%            0.000%
768           W    12                    0.006%            0.000%
88            W    11                    0.005%            0.000%
784           W    11                    0.005%            0.000%
144           W    11                    0.005%            0.000%
440           W    9                     0.004%            0.000%
43            W    9                     0.004%            0.000%
264           W    9                     0.004%            0.000%
984           W    8                     0.004%            0.000%
968           W    8                     0.004%            0.000%
760           W    8                     0.004%            0.000%
560           W    8                     0.004%            0.000%
47            W    8                     0.004%            0.000%
1             R    8                     0.000%            0.000%
648           W    7                     0.003%            0.000%
576           W    7                     0.003%            0.000%
480           W    7                     0.003%            0.000%
45            W    7                     0.003%            0.000%
312           W    7                     0.003%            0.000%
192           W    7                     0.003%            0.000%
936           W    6                     0.003%            0.000%
912           W    6                     0.003%            0.000%
840           W    6                     0.003%            0.000%
80            W    6                     0.003%            0.000%
696           W    6                     0.003%            0.000%
688           W    6                     0.003%            0.000%
680           W    6                     0.003%            0.000%
552           W    6                     0.003%            0.000%
544           W    6                     0.003%            0.000%
536           W    6                     0.003%            0.000%
496           W    6                     0.003%            0.000%
46            W    6                     0.003%            0.000%
456           W    6                     0.003%            0.000%
44            W    6                     0.003%            0.000%
42            W    6                     0.003%            0.000%
336           W    6                     0.003%            0.000%
320           W    6                     0.003%            0.000%
288           W    6                     0.003%            0.000%
224           W    6                     0.003%            0.000%
216           W    6                     0.003%            0.000%
104           W    6                     0.003%            0.000%
1000          W    6                     0.003%            0.000%
848           W    5                     0.002%            0.000%
808           W    5                     0.002%            0.000%
664           W    5                     0.002%            0.000%
608           W    5                     0.002%            0.000%
504           W    5                     0.002%            0.000%
368           W    5                     0.002%            0.000%
256           W    5                     0.002%            0.000%
992           W    4                     0.002%            0.000%
864           W    4                     0.002%            0.000%
824           W    4                     0.002%            0.000%
816           W    4                     0.002%            0.000%
792           W    4                     0.002%            0.000%
776           W    4                     0.002%            0.000%
704           W    4                     0.002%            0.000%
672           W    4                     0.002%            0.000%
632           W    4                     0.002%            0.000%
624           W    4                     0.002%            0.000%
592           W    4                     0.002%            0.000%
584           W    4                     0.002%            0.000%
568           W    4                     0.002%            0.000%
55            W    4                     0.002%            0.000%
520           W    4                     0.002%            0.000%
50            W    4                     0.002%            0.000%
41            W    4                     0.002%            0.000%
376           W    4                     0.002%            0.000%
344           W    4                     0.002%            0.000%
280           W    4                     0.002%            0.000%
240           W    4                     0.002%            0.000%
232           W    4                     0.002%            0.000%
168           W    4                     0.002%            0.000%
160           W    4                     0.002%            0.000%
880           W    3                     0.001%            0.000%
800           W    3                     0.001%            0.000%
